id,GalaxyName,RA_hr,RA_min,RA_sec,Dec_deg,Dec_arcmin,Dec_arcsec,EB-V,m-M,m-M_err,vh(km/s),Vmag,Vmag_err,PA,e=1-b/a,muVo,rh('),rh_err_pos,rh_err_neg,vsig_s,vsig_err,vrot_s,vrot_s_err,MHI_mcconnachie,Data,Key,vsig_g,vsig_g_err,vrot_g,Notes,dist_kpc,MHI_computed,MHI_source,MHI_type,1sigma,notes/image/limit,r_ell_m1.2_rs15,ell_surf_dist_m1.2_rs15,r_ell_m1.0_rs20,ell_surf_dist_m1.0_rs20,r_ell_m1.5_rs15,ell_surf_dist_m1.5_rs15,r_ell_m1.0_rs25,ell_surf_dist_m1.0_rs25,r_ell_m1.0_rs15,ell_surf_dist_m1.0_rs15,r_ell_m1.5_rs20,ell_surf_dist_m1.5_rs20,r_ell_m1.5_rs25,ell_surf_dist_m1.5_rs25,r_ell_m1.2_rs25,ell_surf_dist_m1.2_rs25,r_ell_m1.2_rs20,ell_surf_dist_m1.2_rs20,mw_dist,m31_dist,r_per,r_per_err,r_apo,r_apo_err,rho_cgm_est,rho_cgm_est_err
110,ESO410-G005,0,15,31.6,-32,10,48,0.013999999999999999,26.42,0.04,999.9,14.9,0.3,57.0,0.37,22.2,0.5,0.05,0.05,99.9,99.9,99.9,99.9,0.73,x,u,14.2,0.6,99.9,,1923.0917289101617,730000.0,various,detected_mass,,,4963.347978035044,1522.2197210051518,4506.361863370535,1523.482338297586,5078.563591717409,1519.316388872374,4315.792198117397,1521.8780606021614,4759.604367355081,1525.3329075614492,4797.873575335034,1516.656958456436,4586.541551474221,1514.3366746220652,4489.143326995786,1517.9762672862748,4692.792336752667,1519.9508253979961,1921.7949685567298,1856.6199269398728,,,,,,
111,KKR25,16,13,48.0,54,22,16,0.009000000000000001,26.42,0.07,-65.0,15.5,0.2,999.9,0.49,24.0,0.47,0.03,0.03,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,99.9,,1923.0917289101617,605836.340434887,hi4pi,upper_limit,0.0231378,ok,4986.378074021655,1530.4960341291626,4527.46119791931,1532.034139052039,5101.951620618212,1527.3667755767349,4335.99237487987,1530.4250761615683,4781.898130673893,1533.890712888172,4819.914319994428,1524.6669077897166,4607.565653690043,1522.3141166153694,4509.913416122164,1526.208261266113,4714.533770525271,1528.2025347504173,1922.4773056689673,1868.8482373329928,,,,,,
112,#NGC55,0,14,53.6,-39,11,48,0.013000000000000001,26.43,0.12,129.0,7.9,0.1,108.0,0.83,19.3,5.16,9.99,9.99,99.9,99.9,99.9,99.9,1300.0,x,u,99.9,99.9,86.0,,,1300000000.0,various,detected_mass,,too massive for sample,5130.387853362294,1586.1239175143398,4660.384992049354,1590.317258990249,5247.8693948956225,1581.1939294419085,4463.663170828946,1588.9639370213558,4921.825748189271,1591.8521125806715,4957.871785740897,1578.5747727110281,4739.534128964311,1576.286664867113,4640.626940478911,1582.1835960964258,4850.951412639826,1584.0235151125546,1930.1898727987957,1957.9038495804643,,,,,,
113,ESO294-G010,0,26,33.4,-41,51,19,0.006,26.54,0.04,117.0,15.3,0.3,8.0,0.51,22.3,0.42,0.04,0.04,99.9,99.9,99.9,99.9,0.34,x,u,9.7,0.9,99.9,,2032.3570109362208,340000.0,various,detected_mass,,"in galactic, check ref",5415.653940912296,1692.690166907292,4919.638428836236,1697.186290037857,5539.59844092178,1687.565250151954,4712.021643243989,1695.878549706863,5195.561516447746,1698.662622926861,5233.528489161118,1684.9895826071597,5003.092069802901,1682.7359405545076,4898.758372797246,1688.8421051672342,5120.734369102319,1690.641391666265,2030.7707814416165,2066.178785137131,,,,,,
114,#NGC300,0,54,53.5,-37,41,4,0.013000000000000001,26.59,0.06,146.0,8.1,0.1,111.0,0.29,21.0,5.0,9.99,9.99,99.9,99.9,80.0,5.0,1800.0,x,u,13.0,5.0,98.8,,,1800000000.0,various,detected_mass,,too massive for sample,5472.34340348727,1710.8177593120533,4969.336767952532,1713.2039599019524,5598.645087355197,1707.0418656014403,4759.231772856779,1711.6300536563538,5248.541953743921,1715.0161752871518,5289.083623402083,1704.296476224114,5056.008966893518,1701.9071039515557,4949.433032917633,1706.5246267912985,5173.999884657078,1708.5213073251925,2079.077112312088,2058.662756427876,,,,,,
115,IC5152,22,2,41.5,-51,17,47,0.025,26.45,0.05,122.0,10.9,9.9,100.0,0.38,20.1,0.97,9.99,9.99,99.9,99.9,99.9,99.9,87.0,x,u,99.9,99.9,99.9,,1949.8445997580454,87000000.0,various,detected_mass,,ok,5238.5407457218025,1680.6873583229597,4774.2699464485895,1700.589577765566,5352.09457086555,1667.89064671429,4578.352348164358,1702.9640962719766,5034.987115370065,1697.3787302906794,5061.9693615863725,1669.4287762255983,4843.764561494486,1670.4426182953637,4749.422817658677,1684.7367810512985,4959.332006018411,1683.048556407551,1944.750501003794,2202.6814488891478,,,,,,
116,KKH98,23,45,34.0,38,43,4,0.12300000000000001,27.01,0.09,-136.9,15.2,0.3,175.0,0.41,22.8,0.64,0.06,0.06,99.9,99.9,99.9,99.9,6.6,x,u,99.9,99.9,99.9,,2523.4807724805755,6600000.0,various,detected_mass,,ok,2416.1529564148223,1228.7805925749126,2313.363952460995,1268.4082608540398,2462.398968005395,1233.0840161259434,2285.6562279819655,1295.2379256897427,2351.490456520033,1232.6755947593006,2419.3573147865723,1271.7729400247702,2388.0896253006367,1300.7742197368289,2344.792660529211,1294.7878631644662,2374.8221370072456,1266.4931725123095,2526.0036733537227,1765.921618405713,,,,,,
117,UKS2323-326,23,26,27.5,-32,23,20,0.015,26.72,0.09,62.0,13.5,0.2,120.0,0.1,22.9,0.9,0.1,0.1,99.9,99.9,99.9,99.9,17.0,x,u,99.9,99.9,99.9,,2208.0047330188963,17000000.0,various,detected_mass,,"in galactic, Longmore et al. 1982 and then other refs listed for details on HI.  Given distance leave this",5744.176870165701,1812.2080123393384,5215.305337031967,1813.3510943706606,5877.44830863729,1809.3883261841638,4994.763338585609,1811.753071702048,5508.377724607478,1815.1937021683277,5552.607579004799,1806.7449638135317,5308.034539889358,1804.4369277576884,5195.390244232412,1807.98906496107,5431.068517234155,1809.9529081935352,2205.3972761352693,2142.497947344995,,,,,,
118,KK258,22,40,43.9,-30,47,59,0.011000000000000001,26.85,0.07,92.0,16.3,9.9,999.9,0.5,26.0,9.99,9.99,9.99,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,999.9,,2344.228815319923,869026.1108125001,hi4pi,upper_limit,0.0223357,ok,6123.561051412832,1952.9119164890553,5559.831964995728,1954.118183469138,6265.536184323512,1950.0291349018826,5324.715315378071,1952.5170342767192,5872.271870435094,1955.9647114560398,5919.217549463154,1947.3708031350936,5658.472574534858,1945.0505900825763,5538.498661372832,1948.67616117292,5789.75607654154,1950.6475125852107,2340.5100148850256,2283.164516493963,,,,,,
119,KKR3,14,7,10.5,35,3,37,0.013999999999999999,26.7,0.12,63.3,17.2,0.3,0.0,0.05,23.8,0.36,0.04,0.04,99.9,99.9,99.9,99.9,2.5,x,u,7.5,0.5,0.0,,2187.761623949552,2500000.0,various,detected_mass,,"in galactic, Begum et al. 2006 is the ref, probably fine, given distance leave it",5851.007234172894,1926.5912435251284,5333.1852678448995,1949.1490427280323,5977.8661323219485,1912.4666524951085,5114.88503327609,1952.1848785312504,5623.7221032483385,1945.0541863620078,5654.5562439252035,1914.968778144155,5411.422881510308,1916.7161121520305,5305.968341944277,1932.2946927285354,5539.860510712545,1929.894702596339,2186.640603789208,2461.303421638643,,,,,,
120,KKs3,2,24,44.4,-73,30,51,0.045,26.63,0.07,316.0,14.5,0.1,999.9,0.6,24.9,0.57,0.06,0.06,99.9,99.9,99.9,99.9,99.9,x,u,99.9,99.9,999.9,,2118.3611352485004,581479.1964775379,hi4pi,upper_limit,0.018302,ok,5344.06015588935,1855.0703942770078,4898.179583313734,1898.988297173651,5450.7819519490495,1831.116830116534,4708.790566947449,1907.8291294758494,5150.884968674587,1887.3245316160278,5168.258290872735,1841.3264982771923,4956.270661889334,1849.0436169327154,4869.091287353598,1874.4605418129481,5072.639535480338,1866.1013246825864,2115.945032081676,2548.821209451847,,,,,,
121,GR8,12,58,40.4,14,13,3,0.026000000000000002,26.69,0.12,213.9,14.5,0.2,61.0,0.2,22.6,0.32,0.04,0.04,99.9,99.9,99.9,99.9,11.0,x,u,7.0,0.2,0.0,,2177.709772353159,11000000.0,various,detected_mass,,,5142.143054412172,1899.1077675972888,4738.007760537883,1959.1199557269706,5236.931249532387,1867.4643941493903,4565.332427238228,1972.2276102768783,4968.992385026311,1941.7911098249951,4977.603202507812,1883.9114087661321,4783.4627343552165,1896.3554003221739,4707.290906958042,1929.1088948224783,4893.394645875182,1916.183053405588,2176.5049228940907,2695.496795431706,,,,,,
122,UGC9128,14,15,56.5,23,3,19,0.023,26.8,0.04,152.0,14.4,0.3,46.0,0.4,22.6,0.64,0.07,0.07,99.9,99.9,99.9,99.9,18.0,x,u,15.0,99.9,56.0,,2290.867652767775,18000000.0,various,detected_mass,,,5867.894993905662,2030.6138767784537,5367.906985448671,2069.5670745613884,5988.801542987388,2008.8610069236101,5156.30080608218,2077.0108164498693,5650.01597933456,2059.704529050456,5673.9427183695225,2017.3014663879487,5437.519202072726,2023.6308835771026,5338.044716948611,2046.7967736683931,5565.213987102403,2039.843481972881,2288.3778390790844,2683.2911234541875,,,,,,
123,UGC8508,13,30,44.4,54,54,36,0.015,27.06,0.03,56.0,13.7,0.1,120.0,0.45,21.5,0.42,0.04,0.04,99.9,99.9,99.9,99.9,29.0,x,u,99.9,99.9,31.2,,2582.260190634596,29000000.0,various,detected_mass,,ok,6914.11065454549,2248.206877719469,6279.618749319814,2252.1354213989994,7072.991700523046,2243.3665090538616,6014.360910799072,2250.7301168034614,6632.131241444387,2253.731527261321,6682.063276758571,2240.733893586868,6387.732255313768,2238.433511373711,6253.833249165995,2244.2081512234686,6537.387946971286,2246.075280070555,2583.7102581212207,2608.429560830406,,,,,,
124,IC3104,12,18,46.0,-79,43,34,0.41,26.78,0.18,429.0,12.8,9.9,45.0,0.52,23.3,2.01,9.99,9.99,99.9,99.9,99.9,99.9,13.0,x,u,99.9,99.9,999.9,,2269.8648518838213,13000000.0,various,detected_mass,,ok,4330.383585245121,1939.8102611395293,4070.328463917193,2032.4053525855395,4384.833176925103,1891.8662453902168,3955.493164928899,2053.8695683274195,4225.392006827335,2003.8638800595802,4207.973540393426,1921.3418867009993,4076.744089247642,1943.5057748406236,4036.7036336511082,1991.308947730257,4161.735828268798,1969.202302399451,2265.7314782049853,2929.2180133944685,,,,,,
125,DDO125,12,27,40.9,43,29,44,0.02,27.06,0.05,194.9,12.7,0.3,112.0,0.41,22.1,1.04,0.1,0.1,99.9,99.9,99.9,99.9,35.0,x,u,7.3,1.5,11.2,,2582.260190634596,35000000.0,various,detected_mass,,ok,6973.0482458220695,2309.097082900147,6342.9218752591805,2323.183125112,7129.2119957240575,2298.857277897898,6078.441250019793,2323.955782759044,6694.617047270439,2321.978294777667,6738.592168840227,2298.6945182758295,6444.634000570981,2298.3328751060817,6313.838571043908,2309.81443720496,6596.848648723459,2309.611955840201,2584.0753284243206,2763.5668258139085,,,,,,
126,UGCA86,3,59,48.3,67,8,19,0.938,27.36,0.17,67.0,14.2,9.9,25.0,0.32,22.8,0.94,9.99,9.99,99.9,99.9,99.9,99.9,860.0,x,u,8.8,1.0,122.0,,2964.831389524339,860000000.0,various,detected_mass,,"ok, tiny rh?",5147.355548573143,1984.2894271445061,4725.162549055224,2004.3171034011054,5262.77714645457,1987.4750374141804,4556.881904016347,2018.7657611231143,4950.481049733354,1985.1907821851155,5012.10870041238,2008.209048700438,4824.797654303684,2023.8475464552973,4725.545709708211,2019.716017343982,4905.91956511994,2004.4736430952403,2971.063368034624,2389.441442904198,,,,,,
127,DDO99,11,50,53.0,38,52,49,0.026000000000000002,27.07,0.14,251.0,13.9,0.1,70.0,0.29,22.9,0.9,0.09,0.09,99.9,99.9,99.9,99.9,52.0,x,u,99.9,99.9,99.9,,2594.179362118812,52000000.0,various,detected_mass,,ok,6971.854531498856,2331.705161086186,6346.613936322346,2350.2579944658623,7126.29354214525,2319.3179342146072,6083.887726829231,2352.168346949442,6696.094614449624,2347.5793527589,6737.877636069499,2320.5834118257885,6445.661524925844,2321.335019401199,6316.613909655159,2335.0222972586935,6597.87076338103,2333.683597206028,2596.5824044731417,2822.7319236681633,,,,,,
128,IC4662,17,47,8.8,-64,38,30,0.07,26.94,0.17,302.0,11.1,0.3,111.0,0.27,18.7,0.48,0.05,0.05,99.9,99.9,99.9,99.9,180.0,x,u,99.9,99.9,99.9,,2443.4305526939715,180000000.0,various,detected_mass,,ok,5285.7806120595615,2138.0133347414817,4899.302615742941,2213.473850024226,5374.76419181861,2098.605866612486,4733.442086054894,2230.5220884969312,5121.825854283016,2190.831101903908,5123.8294257804555,2121.313199652592,4936.491644958273,2138.406677825468,4866.189324014014,2178.2673785299953,5045.4705636875,2160.974842933575,2436.588514413974,3021.5488746665446,,,,,,
129,DDO190,14,24,43.4,44,31,33,0.012,27.23,0.03,150.0,12.8,0.1,82.0,0.1,21.4,0.64,0.06,0.06,99.9,99.9,99.9,99.9,43.0,x,u,10.0,2.4,24.7,,2792.5438412373364,43000000.0,various,detected_mass,,ok,7541.2347372989525,2501.746202820287,6854.3843037176775,2511.4787324372455,7712.253595931962,2493.6455640026034,6566.618548168075,2511.195253019862,7236.919847392964,2511.6288620549794,7287.699494063631,2492.250810322276,6968.122181776634,2490.9198997182884,6824.462704739643,2500.146809828658,7132.235016501398,2500.962344422952,2792.058953349635,2914.9872402709557,,,,,,
130,KKH86,13,54,33.5,4,14,35,0.027000000000000003,27.06,0.16,287.2,17.1,0.3,177.0,0.39,23.2,0.28,0.03,0.03,99.9,99.9,99.9,99.9,0.88,x,u,99.9,99.9,99.9,,2582.260190634596,880000.0,various,detected_mass,,,5636.5482782312065,2282.166928407026,5217.087832675223,2356.311189912775,5734.127543524354,2243.3255256237953,5037.7137892634555,2372.981077128952,5457.596495606278,2334.149885142331,5463.252301198998,2265.584527999222,5260.91906369535,2282.318169547584,5183.285605437636,2321.5796401348252,5377.016401190544,2304.6595888190554,2578.7044056890813,3153.93828670909,,,,,,
131,NGC4163,12,12,9.1,36,10,9,0.02,27.28,0.03,165.0,13.2,0.3,11.0,0.3,21.1,0.45,0.05,0.05,99.9,99.9,99.9,99.9,7.9,x,u,7.4,99.9,8.7,,2857.5905433749494,7900000.0,various,detected_mass,,ok,7613.556961210058,2599.9984335149024,6934.055201460073,2622.6474626698796,7781.308794411613,2585.6016503404153,6648.5521298688345,2625.594597759912,7313.9290592706375,2618.596951716902,7358.972056181954,2588.3185656035807,7041.308725855737,2590.1779653406875,6901.251440764174,2605.8374596484528,7206.961730596012,2603.4098012111745,2859.2947982758546,3117.205037153774,,,,,,
132,DDO113,12,14,57.9,36,13,8,0.02,27.35,0.06,284.0,16.4,0.3,999.9,0.0,24.0,0.7,0.07,0.07,99.9,99.9,99.9,99.9,48.0,x,u,99.9,99.9,99.9,(should be 2 based on what is written for time),2951.20922666639,48000000.0,various,detected_mass,,ok,7860.142575069483,2693.5352712745894,7157.944690155546,2716.097137746178,8033.633798007767,2679.153355689665,6863.004164967762,2719.00875918012,7550.36193364472,2712.0851240038,7597.3961724054325,2681.860892508695,7269.2688359890335,2683.7067739724407,7124.353386040712,2699.329239151554,7440.147753684431,2696.9247305841236,2952.8449939973825,3208.1431971206785,,,,,,
133,CetusIII,2,5,19.4,-4,16,12,,22.0,0.2,,19.55,0.6,101.0,0.76,,1.23,0.42,0.19,,,,,,,,,,,http://adsabs.harvard.edu/abs/2018PASJ...70S..18H,,,,,,,600.2503669761867,-106.99123460775402,583.7695531465218,-91.62814397447114,593.5565885692575,-116.52070310285575,568.1838616349999,-89.76408528655388,604.851774899442,-93.72291248323943,568.0711038526202,-117.20866292869076,549.1136456023345,-117.78654978772477,558.9566794449623,-106.06633141143884,576.5424868328925,-106.51303306758979,255.18260112970972,641.9147549671459,,,,,,
134,DESJ0225+0304,2,25,42.4,3,4,10,,16.88,0.06,,15.78,0.5,31.0,0.61,,2.68,1.33,0.7,,,,,,,,,,,http://adsabs.harvard.edu/abs/2017MNRAS.468...97L,,,,,,,464.155610538431,-242.0996668973247,503.51056864804167,-207.41485837025013,430.1699289242256,-257.950513297929,503.30212933664006,-197.90764775450506,503.8013477867344,-217.50307249338607,429.76752675731336,-254.3220444696084,429.4794193454566,-250.90815084583903,463.55249481602283,-230.42469241343994,463.8041869528782,-236.06906606627183,29.42420384033691,762.2746981718605,,,,,,
135,PictorII,6,44,43.2,-59,53,49,0.107,18.3,0.12,,15.1,0.5,14.0,0.13,,3.6,1.5,0.9,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016ApJ...833L...5D,,,,,,,515.672471017461,-209.65855771881147,552.9599301246284,-169.433886995005,482.73578297416947,-227.32871905620317,552.1877649029549,-157.83359414372651,554.0358588286988,-181.8313734866198,481.27613873735123,-222.31570404791682,480.22919588674205,-217.64463152966565,513.4617077269492,-194.71147009075608,514.3851086485284,-201.91770492091788,46.75228830959606,805.6390894699427,,,,,,
136,VirgoI,12,0,9.6,0,40,48,19.7,19.7,0.3,,18.9,0.9,51.0,0.44,,1.5,0.4,0.4,,,,,,,,,,,http://adsabs.harvard.edu/abs/2016ApJ...832...21H,,,,,,,567.789648078028,-176.36195640829368,601.8947335483217,-131.16064889540206,536.3734702777951,-195.71541509501475,600.2185478979127,-117.84872847314058,604.2264485807841,-145.58566075475716,533.2672772732617,-189.39543924974967,531.0339773342133,-183.55167650061222,563.0389830934708,-158.4095722536321,565.0256345301697,-167.0336594139424,87.07901608583624,844.7454144052756,,,,,,
137,HydrusI,2,29,33.3,-79,18,32,,17.2,0.04,80.4,12.49,0.08,97.0,0.21,,7.42,0.62,0.54,2.7,0.5,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.479.5343K,,,,,,,496.127757630331,-230.14121882586315,535.3106167340493,-190.5615611729965,462.2201090688401,-247.48996447334426,535.0518478793555,-179.0041792539581,535.6715771078101,-202.76448776058132,461.72580385866297,-242.72775527307556,461.37185595954196,-238.26136944366212,495.3829756822565,-215.65056905319898,495.69380624301397,-222.661953013362,25.729596755741955,793.5386426485704,25.545918916841362,0.600113282202759,238.56800658815686,70.43769628180324,5.4363395332138115e-06,2.2007662398543164e-06
138,CarinaII,7,36,25.5,-57,59,57,,17.79,0.05,477.2,13.29,0.1,170.0,0.34,,8.69,0.75,0.75,3.4,1.2,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.475.5085T,,,,,,"ok, peak in Yong's other plot?",508.36608188476384,-219.35836146091154,546.7798493042737,-178.84674990510928,474.85302912563156,-237.04579453568533,546.312930364625,-167.00443955361806,547.430872486626,-191.41518766516248,473.9660488341422,-232.022183316044,473.330488652278,-227.32550889739642,507.02594718172867,-204.29211463448055,507.5854302237761,-211.57099810780696,37.34107219513344,802.7646793755071,27.225211139382317,1.3626664522309713,465.3039074840413,112.71768703396265,7.67653131198081e-06,3.1088161063638095e-06
139,CarinaIII,7,38,31.1,-57,53,59,,17.22,0.1,284.6,14.82,0.2,150.0,0.55,,3.75,1.0,1.0,5.6,4.3,,,,,,,,,http://adsabs.harvard.edu/abs/2018MNRAS.475.5085T,,,,,,ok,500.55518339249244,-227.01108189838726,539.5697978903193,-186.937597983522,466.73366329415444,-244.52142046398447,539.2654172245069,-175.19592358527794,539.9943418148871,-199.34645070248033,466.15324373191174,-239.63516648383157,465.7375712639722,-235.0561983697383,499.67988972801146,-212.22769850495123,500.0452150015446,-219.37870420380912,29.235509004767053,797.3071608471087,28.634661410828592,1.2800347960160843,513.7114020058841,242.58049695013761,2.0912982682632795e-05,9.287949799595686e-06
140,CraterII,11,49,14.4,-18,24,47,,20.35,0.02,87.5,12.15,0.1,,<0.1,,31.2,2.5,2.5,2.7,0.3,,,,,,,,,http://adsabs.harvard.edu/abs/2016MNRAS.459.2370T,,,,,,ok,603.4585371862162,-166.50402866671126,638.9596004420036,-111.95544136058865,571.2943631028724,-188.5672280896782,637.6474458432892,-94.91280552214738,640.7865111816043,-130.45038392582492,568.8718119640148,-180.1293696537136,567.1323840997486,-172.294608195106,599.7467231545362,-143.15639342371975,601.2979354101719,-154.40964616571435,116.45563044946137,885.8454871367769,29.285010654159496,12.768087674781828,125.6774846179512,7.008807581695774,6.883228813728493e-06,3.407428238347139e-06
141,AquariusII,22,33,55.5,-9,19,39,,20.16,0.07,-71.1,15.8,0.14,121.0,0.39,,5.1,0.8,0.8,5.4,3.4,,,,,,,,,http://adsabs.harvard.edu/abs/2016MNRAS.463..712T,,,,,,"ok, near edge",481.09828534424275,-188.6661489008047,507.42246112420895,-161.86640431211214,454.0247780749149,-202.21083415646575,503.7917701085289,-155.8264295968197,512.4468914208275,-168.50076735735092,447.30823121004386,-200.26026172249777,442.4406959654332,-198.44269781465675,470.81531415030815,-181.39027441807352,475.1320317687096,-184.86863431350312,105.12145477800242,727.780104819958,97.1849641694316,20.04180695642705,1249.6299306986998,889.4036526259874,2.5956639643288396e-05,2.2700239642436262e-05
